Titulo,Ano da publicação,Nome do estudante,Orientador,co-orientador,Descrição empírica dos PGs,definição DNC,TAGS,LUGAR
"Mercado de Jardim da
Penha",2008,"Souza, Saulo Siqueira","Vargas, Paulo",,Reconstrução e revitalização dos galões do IBC. Projeto de mercado,Projeto de arquitetura,Projeto/ revitalização/ retrofit/ mercado, Jardim da Penha (Galpões do IBC)
"Centro comunitário do
Camargo.",2018,"Spadeto, Rosiane Sossai","Frizzera, Kleber Perini","Penteado,
Homero Marconi",Centro comunitário em Camargo,Projeto de arquitetura,Projeto/ centro de (núcleo de)/ comunidade,Venda Nova do Imigrante
Aço: Beleza estrutural.,2001,"Sperandio, Pablo Pimentel","Alvarez, Cristina Engel de",,"Projeto para enfatizar o uso do aço nas construções. Edifício vertical ""centro capixaba do aco"" enseada do Suá ",Sistemas estruturais ,Projeto/ materiais/ aço/ edifício,Enseada do Suá
"Caminhos das águas em
Vitória : percursos e
percalços /",2010,"Spolaor, Silvia Maria Caser","Junior, Milton Esteves",,"Projeto de recuperação dos corregos em fradinhos, jucutuquara e Ilha de Santa Maria. Infra estrutura verde ",Projeto de paisagismo,Projeto/ recuperação/ infraestrutura verde/ urbano,Ilha de Santa Maria
"Biblioteca pública municipal
de Vila Velha",2002,"Stefanon, Aline dos Santos","Marroquim, Ione",,Elaboração de projeto arquitetônico de uma biblioteca municipal a ser implementada na cidade de Vila Velha ES no Parque da Prainha,Projeto de arquitetura,Projeto/ biblioteca,Prainha
"Arquitetura de significado :
o que os espaços de marca
querem dizer",2004,"Stehling, Ana Carolina
Ferraz.","Frizzera, Kleber",,Análise da influência da arquitutera na significância e importância de lojas de moda,História e Teoria da Arquitetura e Urbanismo,Análise/ arquitetura/ comércio/ moda,n/d
"Mercado de peixes na
Enseada do Suá",2014,"Stelzer, Merciana Wilke
Vidal","Frizzera, Kleber
Perini (","Simonassi, Roberto",Projeto de mercado de peixes na enseada do suá,Projeto de arquitetura,Projeto/ mercado de peixes,Enseada do Suá
"As territorialidades do
candomblé na Grande
Vitória",2013,"Tangerino, Camila
Ciccarone","Campos,
Martha Machado,","Miranda,
Clara Luiza","Estudo e proposta de melhorias da relação territorial entre o candomblé e a cidade na Grande Vitória
",História e Teoria da Arquitetura e Urbanismo,Análise/ arquitetura/ candomblé/ territorialidades,Grande Vitória
"Paisagem, cultura e
interpretação do espaço :
um ensaio sobre a ilha das
Caieiras.",2004,"Tanure, Joana Dias.","Frizzer, Kleber Perini",,Levantamento das necessidades no ambito do planejamento de arquiteetura e urbanismo no bairro Ilha das Caieiras localizado na Cidade de Vitória ES,Projeto de urbanismo,Análise/ urbano/ paisagem/ levantamento/ ensaio projetual,Ilha das Caieiras
Open Mall com uso de tensoestrutura ,2013,"Tassis, Debora Ventorim de","Andrade, Tarcísio Bahia de",,,,,
"Cidade lenta: um processo
de construção do lugar",2017,"Tauffer, André Girão.","Júnior, Milton Esteves.",,Proposta de Modificações no Centro de Vitória com participação popular,Projeto de urbanismo,Projeto/ urbanismo/ centro/ popular,Centro de Vitória
"Elemento de Controle da
ilumicação natural da
arquitetura moderna :
identificação e avaliação :
edifícios educacionais de
Élio de Almeida Vianna em
Vitória - ES.",2015,"Taufner, Mariani Dan","Almeida, Renata Hermanny
de","Laranja,
Andrea",Estudo da importância da iluminação natural nas obras de Élio Vianna de Almeida,História e Teoria da Arquitetura e Urbanismo,Análise/ iluminação natural/ escola/ conforto ambiental/ Élio Vianna de Almeida,Vitória
"Equipamento Educacional
Público em Joana D´Arc:
uma arquitetura para a
soma do ensino e da cultura
e ao bairro",2013,"Tavares, Hugo Giuberti","Vargas, Paulo de Paula",,"Escola de ensino fundamental, médio e profissionalizante para 3 turnos em Joanna D'arc",Projeto de arquitetura,Projeto/ escola/ ensino médio e profissionalizante,Joana D'Arc
"A interferência da
sociedade na baía de
Vitória:/ a geoinformação
como um instrumento de
negociação.",2008,"Taveira, Elisa Machado","Almeida, Renata Hermanny
de",,Estudo e desenvolvimento georeferencial da baía de vitória,Projeto de urbanismo,Análise/ geoinformação/ urbano,Vitória
"Requalificação área central
cachoeiro de itapemirim.",2000,"Tedesco, Juliana Depes","Marroquim, Ione",,Levantamento histórico da área central de cachoeiro de itapemirim com requalificação do local,Projeto de urbanismo,Projeto/ requalificação/ levantamento/ urbanismo,Cachoeiro de Itapemirim
"Urbanismo no Parque
Residencial Laranjeiras :
uma nova proposta",2008,"Teixeira, Leticia Figueiredo","Esteves Júnior, Milton.",,Projeto urbano para o parque residencial de laranjeiras,Projeto de urbanismo,Projeto/ urbanismo,Laranjeiras
"Um jardim botânico para a
sustentabilidade",2003,"Telles, Denise Silva","Freitas, José Francisco
Bernardino",,"Projeto de jardim botânico sustentável em terreno ficticio adaptado para o clima de vila velha, anchieta e guarapari ",Projeto de paisagismo,Projeto/ jardim botânico/ sustentabilidade,n/d
"Desvendar renovar do
imigrante :
tradição;memória;e projeto",2015,"Terra, Emílio Caliman","Dalvi, Márcia Bissoli","Alvarez,
Cristina Engel",Desenvolvimento do projeto de oscar niemyer para a sede do institutos salesianos de pedro palácios em venda nova do imigrante,Projeto de arquitetura,Projeto/ história/ escola,Venda Nova do Imigrante
"Acessibilidade em
ambientes educacionais:
as dificuldades no acesso
dos cadeirantes",2015,"Thomaz, João Paulo
Borges","Vargas, Paulo
Sérgio de Paula",,Levantamento técnico das condições de acessibilidade do centro de artes da ufes com adaptação arquitetônica destes edifícios ,Projeto de arquitetura,Levantamento/ intervenção/ acessibilidade,UFES Goiabeiras
"Terminal aeroviário de
passageiros de Vitória: tapv",2002,"Togo, Cintia Saori","Souza,
Ione Mota Marroquim de","Alvarenga,
Augusto",Projeot de aeroporto na região do atual aeroporto,Projeto de arquitetura,Projeto/ aeroporto,Aeroporto
"Um hotel na Antártica : o
turismo como intrumento
para a preservação
ambiental",2014,"Tomé, Marina Silva","Alvarez, Cristina Engel de",,Hotel na antártica,Projeto de arquitetura,Projeto/ Hotel,Antártica
"Território compartilhado:
diretrizes de intervenção na
região do Parque Moscoso",2013,"Tostes, Taís de Souza","Mendonça, Eneida Maria
Souza","Penteado, Homero
Marconi",Propostas de intervenções pontuais com base na população de parque moscoso,Projeto de urbanismo,Projeto/ intervenções pontuais,Parque Moscoso
Estádio canela verde.,2003,"Tozetti, Claudia Rodrigues","Alvarenga, Augusto",,Projeto de estádio e arena multiuso no Joquéi em Vila Velha,Projeto de arquitetura,Projeto/ estádio/ arena multiuso/ esporte,Jockey de Itaparica
"Uma arquitetura sustentável
para a sede do corpo de
bombeiros militar do
Espírito Santo.",2005,"Trindade, Maria Cláudia
Aquino Alcoforado","Penteado, Homero.",,Projeto para a Sede do Corpo de Bombeiro Militar do Espírito Santo com foco em sustentabilidade na Enseada do Suá,Projeto de arquitetura,Projeto/ sede do corpo de Bombeiro/ sustentabilidade,Enseada do Suá
"Parque natural municipal de
Jacarenema",2003,"Tristão, Giovana Alves","Andrade, Tarcísio Bahia de",,Proposta de uso para o parque municipal jacarenema,Projeto de paisagismo,Projeto/ parque/ parque municipal de Jacarenema,Barra do Jucu
"Conjunto habitacional : uma
proposta para Goiabeiras",2009,"Trovão, Ana Paula Milagres","Guedes,Nadja Lisboa da
Silveira",,"Proposta de conjunto habitacional popular em Goiabeiras
",Projeto de arquitetura,Projeto/ residência/ interesse social/ conjunto habitacional,Goiabeiras
"Centro de atendimento ao
cidadão : faça fácil Vila
Velha",2013,"Uliana, Jocasta Mazzoco","Vargas, Paulo de Sérgio","Almenara,
Rogerio",Projeto e implementação de um Faça Fácil no bairro de  Divino Espirito Santo em Vila Velha ES,Projeto de arquitetura,Projeto/ Faça Fácil,Divino Espírito Santo
"Apartamentos: um
redesenho possível e
necessário",2002,"Ullrich, Flávia de Mattos","Engel, Cristina","Almenara, Rogério",,,,
"Um novo desenho para o
paque da Prainha, Vila
Velha, ES",2010,"Almeida, Carolina Carvalho Vieira de
","Mendonça,
Eneida Maria","Vargas, Paulo",Desenvolvimento de um parque na prainha,Projeto de paisagismo,Projeto/ parque/ revitalização,Prainha
"CAPS : centro de apoio
psicossocial.",2003,"Valdetaro, Virginia Altoé","Barbosa, Eduardo",,Projeto de centro de apoio psicosocial em goiabeiras Vitória ES,Projeto de arquitetura,projeto/ centro de (núcleo de)/apoio psicosocial,Goiabeiras
"Arquitetura humanizada:
centro de referência
materno-perinatal",2008,"Valiati,Gisele do
Nascimento","Almenara,Rogério",,"Elaborar um projeto, Centro de Referência Materno-Perinatal no município de Vitória com a visão do conceito de humanização em Maruipe",Projeto de arquitetura,Projeto/ hospital/ maternidade,Maruípe
"Representação gráfica
arquitetônica : panorama
histórico da arquitetura visto
por meio das principais
ferramentas de projeto",2013,"Valli, Caio Mantovanelli","Ribeiro, Rogerio Almenara",,Análise histórica dos elementos de represetnação utilizado por arquitetos e suas possiveis influencias na arquitetura da época,História e Teoria da Arquitetura e Urbanismo,Análise/ História/ ferramenta/ desenho/ arquitetura,n/d
Marina na ilha da fumaça,2002,"Varejão, Cristiane Borges","Vargas, Paulo",,Projeto de marina na Ilha da Fumaça,Projeto de arquitetura,Projeto/ Marina/ orla,Monte belo (Ilha da fumaça)
"Condomínios fechados :
crítica de um espaço de
controle",2008,"Vargas, Alline Ribeiro","Miranda,Clara Luiza",,Critica aos condominios fechados  - Mata da praia,História e Teoria da Arquitetura e Urbanismo,Análise/ Condomínio/ fechado,Mata da Praia
Estação pedra do campo,2002,"Vargas, Flavia Roberts","Miranda, Clara Luiza","Frizzera,
Kleber Perini","Projeto arquitetônico e paisagistico para o sítio ""histórico"" Pedra do Campo em Domingos Martins",Projeto de arquitetura,Projeto/ arquitetura/ paisagismo/ história,Centro de Domingos Martins
"A linguagem modular de
uma habitação",2005,"Vargas, Roberta Lirio","Penteado, Homero",,Projeto de habitação unifamiliar modular e flexivel. materias pre fabricados,Projeto de arquitetura,Projeto/ residência/ modular/ materiais/ pré fabricado,n/d
"Arquitetura : biblioteca
pública de Vitória :
conhecimento, cultura e
lazer",2011,"Vasco, Camila Barcellos","Guedes, Nadja",,Projeto de biblioteca pública em vitória na ilha de santa maria,Projeto de arquitetura,Projeto/ biblioteca,Ilha de Santa Maria
"Refurbished: adaptação do
antigo para o atrativo",2015,"Vasconcellos Filho, Sergio.","Abe, André.",,Projeto de retrofit para o edificio Antenor Guimarães no Centro de Vitoria,Projeto de arquitetura,Projeto/ retrofit/ edifício/ Antenor Guimarães,Centro de Vitória
"Formas e Espaços
Híbridos.",2002,"Vassena, Alexandre
Humberto","Frizzera, Kleber
Perini",,"Análise e estudo conceitual de formas e espaços hibridos, especialmente arquitetônicos",História e Teoria da Arquitetura e Urbanismo,Análise/ formas/ espaços híbridos/ arquitetura,n/d
"Entre a rua e o rio: o que
pode existir? orla fluvial
urbana do Rio Marinho",2017,"Vedova, Rayra Rabbi","Penteado, Homero Marconi.","Bonatto,
Daniella do Amaral Mello",Requalificaçao da orla do Rio Marinho,Projeto de urbanismo,Projeto/ intervenção/orla/ rio/ Rio Marinho,Rio Marinho
Serra office park,2002,"Veira, Marissol Silva","Alvarenga, Augusto","Romanelli,
Marco Antonio Cypreste",Desenvolvimento de um condominio comercial horizontal nas proximidades de jacaraípe. Quatro pavimentos.,Projeto de arquitetura,Projeto/ condomínio/ misto/ edifício,Jacaraípe
"Caminhando pela água :
diretrizes e propostas para
o canal de Camburi em
Vitória - ES",2014,"Velho, Lorena de
Figueiredo Machado","Almenara, Rogério Ribeiro",,Diretrizes e Propostas de Intervenção parao o canal de camburi em Vitória ES,Projeto de urbanismo,Projeto/ intervenção/orla/ Canal de Camburi,Canal da passagem
"Ícones em busca de olhares
: um manifesto por nossas
futuras memórias",2005,"Vescovi, Airan","Frizzera,
Kleber.",,Traçado de um percurso turístico e de memória em Vitória,História e Teoria da Arquitetura e Urbanismo,arquitetura/ urbanismo/ rota turística,Vitória
"O planejamento urbano e
suas implicações no
desenho da cidade.",2018,"Vianna, Renan de Abreu","Romanelli, Marcos Antônio
Cypreste",,Análise do funcionamento do planejamento urbano desordenado no Brasil,História e Teoria da Arquitetura e Urbanismo,Análise/ planejamento/ urbanismo/ história,Brasil
"Explorando as ilhas de
Cabo Verde: Projeto de
hotel numa ilhota tropical.",2002,"Vicente, Monica Ester S.B.","Frizzera, Kleber",,Projeto de um hotel no arquipelago de cabo verde,Projeto de arquitetura,Projeto/ hotel/ turismo,Cabo Verde
Novo terminal de passageiros do aeroporto de Vitória,2006,"Vicentini, Mirian Trancoso","Marroquim, Ione Mota","Andrade,
Tarcísio Bahia",Projeto de terminal de passageiros aeroporto de vitória em estrutura metálica,sistemas estruturais,Projeto/ aeroporto/ estrutura metálica,Aeroporto
"A cidade imaginária na
narrativa literária: a história
urbana de Macondo",2016,"Vieira, Anna Paula Ferraz
Dias","Ribeiro, Nelson Pôrto",,analise da narrativa histórica urbana da cidade imaginária de Macondo do livro Cem anos de Solidão de Gabriel Garcia Marques,História e Teoria da Arquitetura e Urbanismo,Análise/ cidade imaginária/ história/ Macondo/ urbano,n/d
"Arquitetura Prisional : um
desafio a ser vencido",2005,"Vieira, Fernanda Leão","Alvarez, Cristina Engel","Guimarães,
Hermes Afonso",Projteo de penitenciária regional de são mateus ,Projeto de arquitetura,Projeto/ presídio,São Mateus
"O papel do desenho urbano
na promoção de cidades
seguras.",2017,"Vieira, Gabriela Rocha","Bonatto, Daniella do Amaral
Mello.",,Projeto urbano na Gloria,Projeto de urbanismo,Projeto/ urbanismo/ segurança,Glória
"Propostas para a
adequação sustentável e
acessível de áreas públicas
do Campus de Maruípe",2014,"Vieira, Jociane Florencio","Alvarez, Cristina Engel de",,Propostas para a adequação sustentável e acessível de áreas públicas do Campus de Maruípe,Projeto de urbanismo,Projeto/ sustentabilidade/ acessibilidade/ espaço/ público,UFES Maruípe
"Arquitetura bioclimática e o
ambiente de ensino.",2019,"Vieira, Renata de Castro","Laranja, Andréa Coelho",,Escola de ensino médio com arquitetura bioclimática em são diogo 2 na serra,Projeto de arquitetura,Projeto/ escola/ ensino médio,São Diogo II
"Centro de referência de
esclerose múltipla",2013,"Vilaça, Ágatha Oliveira","Andrade, Tarcisio Bahia",,Projeto de Centro de referencia de esclorose múltipla na enseada do sua,Projeto de arquitetura,Projeto/ hospital/ centro de  (núcleo de)/ esclorose múltipla,Enseada do Suá
"Um estudo da certificação de SITES aliado a educação ambiental, como incentivo às práticas sustentáveis para espaços públicos abertos: estudo de caso para a Praça dos Namorados
",2012,"Villar, Larissa Moulin","Abe,
André Tomoyuke","Woelffel,
Anderson Buss",Análise da sustentabilidade da praça dos namorados segundo seu SITES,Conforto ambiental,Análise/ sustentabilidade/ praça,Praia do Canto (Praça dos namorados)
"Edifício bioclimático: uma
resposta a arquitetura
convencional dos edifícios
residenciais em Jardim
Camburi/ES",2012,"Villela, Simone Brasil","Vargas, Paulo Sérgio de
Paula,","Alvarenga, Augusto",,,,
"A vida e a arquitetura de
Marcello Vivacqua",2000,"Vivacqua, Marcello Duarte","Frizzera, Kleber Perini","Romanelli,
Marco Antonio",Analise da vida e obra de marcello vivacqua,História e Teoria da Arquitetura e Urbanismo,Análise/ subjetividade/ arquitetura/ Marcello Vivacqua,n/d
"""Casa Lar"" um espaço para
terceira idade",2003,"Volponi, Eduardo
Bonadiman","Freitas,
Francisco Bernardino de",,Projeto de espaço para a terceira idade em alfredo chaves,Projeto de arquitetura,Projeto/ lar de idosos,Alfredo Chaves
"Balneário de Mucurici: um
novo berço para o Rio
Itaúnas",2014,"Wagmacker, Carolina
Oliveira |","Frizzera, Kleber
Perini","Romanelli, Marco Antônio
Cypestre",Projeto de requalificação para as margens da reserva de mucurici,Projeto de paisagismo,Projeto/ requalificação/ orla/ rio/ Rio Itaúnas/ Nascente,Mucurici
